title,cover_image,ean,publication_date,summary,book_format,authors
Au revoir là-haut,9782369811992_C.jpg,9782369811992,07/10/2015,"1919. Au sortir de la guerre, la société française peine à ménager une
place aux anciens poilus devenus encombrants, et les trafics les moins
glorieux vont bon train. Albert Maillard, modeste comptable qui a sauvé la
vie d'Édouard Péricourt, jeune fils de bonne famille, juste avant la fin des
combats, tente de les faire vivre de retour à Paris. Édouard, défiguré, refuse
de reprendre contact avec les siens et imagine une gigantesque arnaque à
la nation pour tenter de se projeter dans une vie nouvelle, ailleurs.",21.7x28.2cm,"Christian de Metter (Auteur + illustrateur), Pierre Lemaitre (Scénariste)"
Au revoir là-haut,,9782810205516,07/10/2015,"1919. Au sortir de la guerre, la société française peine à ménager une
place aux anciens poilus devenus encombrants, et les trafics les moins
glorieux vont bon train. Albert Maillard, modeste comptable qui a sauvé la
vie d'Édouard Péricourt, jeune fils de bonne famille, juste avant la fin des
combats, tente de les faire vivre de retour à Paris. Édouard, défiguré, refuse
de reprendre contact avec les siens et imagine une gigantesque arnaque à
la nation pour tenter de se projeter dans une vie nouvelle, ailleurs.",21.7x28.1cm,
Tempête au Haras,9782369810520_C.jpg,9782369810520,07/10/2015,"Jean-Philippe n'a qu'un rêve : devenir jockey. Né dans le haras tenu par ses parents, il grandit aux côtés des poulains et n'est jamais aussi heureux qu'à cheval. Lorsque Belle-Intrigante met au monde une pouliche, Tempête, il en est certain : elle deviendra un crack ! Le crack qu'attendent ses parents depuis des années et qu'il montera. Mais un soir d'orage vient briser ses espoirs. Tempête, affolée, piétine le dos de Jean-Philippe, qui ne marchera plus. Il devra alors faire de l'impossible une réalité, pour renouer avec son rêve.",21.7x28.3cm,"Jérémie Moreau (Illustrateur), Chris Donner (Scénariste)"
Julio Popper - Le dernier roi de Terre de Feu,9782369810698_C.jpg,9782369810698,16/09/2015,"« Julio Popper, s'il avait été espagnol et était né quelques siècles plus tôt, aurait fait un formidable conquistador. Il ne fait aucun doute qu'il était de la trempe de ceux qui font la conquête de pays entiers, qui bâtissent des empires. Il pensait vite et juste, il mettait en pratique. Il voyait grand, il fourmillait d'idées, rien ne l'arrêtait. Il se plaisait à ridiculiser ses ennemis. Il n'avait peur de rien ni personne, il aimait en découdre. »
Né en 1857 en Roumanie, Julio Popper a parcouru la Terre. Son histoire nous emmène en Argentine, où il fait fortune avec l'or de Patagonie, fonde un état dans l'état et une monnaie. Il mourra dans des circonstances encore inexpliquées à Buenos Aires. Un destin hors norme et flamboyant.",21.6x28.2cm,"Matz (Adaptateur), Léonard Chemineau (Illustrateur)"
Le Château des étoiles,9782369810148_C.jpg,9782369810148,16/09/2015,"Nos héros, qui ont échappé de justesse aux hommes de Bismarck en embarquant dans l'éthernef, voient le château s'éloigner sous leurs yeux au fil de leur montée dans le ciel. Les voici sur le point de prouver leur théorie, franchir le mur de l'éther et découvrir l'espace mystérieux et infini. Une avarie va faire de leur rêve le plus fou une réalité, les forçant à se poser sur la face cachée de la Lune. Si le père de Séraphin fera tout pour les ramener vivants sur Terre, le Roi semble caresser d'autres espoirs tandis que Séraphin, lui, veut en savoir plus sur la disparition de sa mère. La conquête de l'espace s'arrêtera-t-elle à ce premier vol ?
Mêlant aventure à la Jules Verne, romantisme et humour, ce livre s'adresse aux rêveurs de toutes les générations et démontre, s'il le fallait, qu'il n'y a pas d'âge pour le merveilleux.",24x32cm,Alex Alice (Auteur + illustrateur)
La BD de Soledad,9782369812036_C.jpg,9782369812036,16/09/2015,"Voici déjà trois ans que Soledad squatte la dernière page du ELLE, elle revient pour cette nouvelle saison avec un oeil toujours lucide et truculent sur les travers de nos vies de famille, sur le couple et nos petites lâchetés. En prime, nous saurons avec cette lecture à quel saint se vouer et découvrirons à nouveau quelques interludes inédits.",22.1x28.5cm,Soledad Bravi (Auteur + illustrateur)
Mitterrand - Un jeune homme de droite,9782369811022_C.jpg,9782369811022,16/09/2015,"Personnage controversé et mystérieux s'il en est, figure incontournable de la Cinquième République, Mitterrand n'en finit pas d'intriguer. Philippe Richelle nous propose de découvrir ses années de formation, entre 1935 et 1945 (entre ses 19 et 29 ans). Il sera notamment fait prisonnier pendant la guerre, s'évadera avant de s'impliquer pour l'aide à la réinsertion des prisonniers sous le régime de Vichy. Outre ses rapports avec nombre de figures historiques telles que le maréchal Pétain, Laval ou Giraud, ce roman graphique donne à voir un leader et surtout un fin politicien en construction.",18.5x25.5cm,"Frédéric Rébéna (Auteur + illustrateur), Philippe Richelle (Scénariste)"
Le Château des étoiles T2 : 1869 : La conquête de l'espace - Vol. II,9782369812050_C.jpg,9782369812050,16/09/2015,"Nos héros, qui ont échappé de justesse aux hommes de Bismarck en embarquant dans l'éthernef, voient le château s'éloigner sous leurs yeux au fil de leur montée dans le ciel. Les voici sur le point de prouver leur théorie, franchir le mur de l'éther et découvrir l'espace mystérieux et infini. Une avarie va faire de leur rêve le plus fou une réalité, les forçant à se poser sur la face cachée de la Lune. Si le père de Séraphin fera tout pour les ramener vivants sur Terre, le Roi semble caresser d'autres espoirs tandis que Séraphin, lui, veut en savoir plus sur la disparition de sa mère. La conquête de l'espace s'arrêtera-t-elle à ce premier vol ?
Mêlant aventure à la Jules Verne, romantisme et humour, ce livre s'adresse aux rêveurs de toutes les générations et démontre, s'il le fallait, qu'il n'y a pas d'âge pour le merveilleux.",28.7x37.8cm,
Aliénor Mandragore,9782369811978_C.jpg,9782369811978,02/09/2015,"« La légende dit qu'au moment où l'on déterre une racine de mandragore,
elle pousse un cri si puissant qu'il tue le premier être vivant qui l'entend. »
Dans la paisible forêt de Brocéliande, la jeune Aliénor suit l'enseignement druidique de son père l'enchanteur Merlin... jusqu'au jour où le grand magicien est tué, terrassé par le terrible cri d'une racine de Mandragore. Mais le fantôme de Merlin n'entend pas rester mort bien longtemps et ce sera à sa fille de le tirer d'affaire.
Voici la première aventure décapante d'Aliénor Mandragore : une plongée pleine d'humour dans la forêt de Brocéliande.",21.7x28.4cm,"Thomas Labourot (Illustrateur), Séverine Gauthier (Scénariste), Grelin (Coloriste)"
Les Tchouks - On a gravi la montagne !,9782369811985_C.jpg,9782369811985,02/09/2015,"Les Tchouks partent à la montagne : bonhommes de neige, batailles de boules de neige, ski et chocolat chaud sont au programme. Mais la piste est fermée, il a trop neigé… ah, si Tchougrak avait pu louer un chasse neige au lieu des skis comme il le voulait, il aurait pu s'en charger ! Mais comme dit Pitchouk, il n'y a jamais trop de neige !",17x21.8cm,"Kerascoët (Illustrateur), Benjamin Richard (Scénariste)"
Les Tchouks - On a préparé un anniversaire !,9782369812005_C.jpg,9782369812005,02/09/2015,"Ils sont venus, ils sont tous là, tous les Tchouks arrivent pour préparer l'anniversaire de Tchoukola . Attention, pas n'importe quel anniversaire... une boum ! Patatchouk ne sait plus où donner de la tête pour que tout soit parfait, buffet de bonbons, bar à jus de fruits, ballons – pas roses, elle n'aime pas le rose, Tchoukola - Attention, elle arrive... SURPRISE !",17x21.9cm,"Kerascoët (Illustrateur), Benjamin Richard (Scénariste)"
Le Château des étoiles,9782369812074_C.jpg,9782369812074,08/07/2015,"1869. Au nom de Sa Majesté, la conquête des étoiles continue !

Nos héros, qui ont échappé de justesse aux hommes de Bismarck en embarquant dans l'éthernef, voient le château s'éloigner sous leurs yeux au fil de leur montée dans le ciel. Les voici sur le point de prouver leur théorie, franchir le mur de l'éther et découvrir l'espace mystérieux et infini. Une avarie va faire de leur rêve le plus fou une réalité, les forçant à se poser sur la face cachée de la Lune. Si le père de Séraphin fera tout pour les ramener vivants sur Terre, le Roi semble caresser d'autres espoirs tandis que Séraphin, lui, veut en savoir plus sur la disparition de sa mère. La conquête de l'espace s'arrêtera-t-elle à ce premier vol ?

 

Mêlant aventure à la Jules Verne, romantisme et humour, ce livre s'adresse aux rêveurs de toutes les générations et démontre, s'il le fallait, qu'il n'y a pas d'âge pour le merveilleux.",21x29.5cm,Alex Alice (Auteur + illustrateur)
Le Château des étoiles,9782369812043_C.jpg,9782369812043,10/06/2015,"Nos héros, qui ont échappé de justesse aux hommes de Bismarck en embarquant dans l'éthernef, voient le château s'éloigner sous leurs yeux au fil de leur montée dans le ciel. Les voici sur le point de prouver leur théorie, franchir le mur de l'éther et découvrir l'espace mystérieux et infini. Une avarie va faire de leur rêve le plus fou une réalité, les forçant à se poser sur la face cachée de la Lune. Si le père de Séraphin fera tout pour les ramener vivants sur Terre, le Roi semble caresser d'autres espoirs tandis que Séraphin, lui, veut en savoir plus sur la disparition de sa mère. La conquête de l'espace s'arrêtera-t-elle à ce premier vol ?
Mêlant aventure à la Jules Verne, romantisme et humour, ce livre s'adresse aux rêveurs de toutes les générations et démontre, s'il le fallait, qu'il n'y a pas d'âge pour le merveilleux.",21x29.5cm,Alex Alice (Auteur + illustrateur)
Le Château des étoiles,9782369812029_C.jpg,9782369812029,13/05/2015,"Nos héros, qui ont échappé de justesse aux hommes de Bismarck en embarquant dans l'éthernef, voient le château s'éloigner sous leurs yeux au fil de leur montée dans le ciel. Les voici sur le point de prouver leur théorie, franchir le mur de l'éther et découvrir l'espace mystérieux et infini. Une avarie va faire de leur rêve le plus fou une réalité, les forçant à se poser sur la face cachée de la Lune. Si le père de Séraphin fera tout pour les ramener vivants sur Terre, le Roi semble caresser d'autres espoirs tandis que Séraphin, lui, veut en savoir plus sur la disparition de sa mère. La conquête de l'espace s'arrêtera-t-elle à ce premier vol ?
Mêlant aventure à la Jules Verne, romantisme et humour, ce livre s'adresse aux rêveurs de toutes les générations et démontre, s'il le fallait, qu'il n'y a pas d'âge pour le merveilleux.",29.5x21cm,Alex Alice (Auteur + illustrateur)
L'Iliade et l'Odyssée d'après Homère,9782369812258_C.jpg,9782369812258,13/05/2015,"La plus grande légende du monde occidental en 168 dessins à l'humour décapant ! On croit les connaître, ces histoires éternelles, et pourtant Soledad a le don de nous les faire redécouvrir, et de faire vivre leurs innombrables personnages comme s’ils venaient tout juste de tourner le coin de la rue. Tout cela sur un ton léger, piquant et parfaitement contemporain, qui nous fait toucher du doigt, l’air de rien, l’inusable modernité de cette saga !",15.4x21.5cm,"Soledad Bravi (Auteur + illustrateur), Homère (Auteur)"
Wake Up America,9782369810384_C.jpg,9782369810384,13/05/2015,"Second volet de l'évocation de la lutte pour la conquête des droits civiques dans l'Amérique ségrégationniste, dans un registre vibrant. Ce grand récit naturaliste relate la longue marche des Noirs américains vers l'égalité des droits. À travers le personnage de John Lewis, figure historique du mouvement pour les droits civiques aux côtés de Martin Luther King, les auteurs retracent le combat des militants au tournant des années cinquante et soixante. Le Sud ségrégationniste y est dépeint dans toute sa violence et son injustice.
NATIONAL BOOK AWARD 2016
EISNER AWARD DE LA MEILLEURE BD DE REPORTAGE",18.5x25.4cm,"Nate Powell (Illustrateur), John Lewis (Auteur), Andrew Aydin (Scénariste), Alex Nikolavitch (Traducteur)"
Astrid Bromure T1 : Comment dézinguer la Petite Souris,9782810205493_C.jpg,9782810205493,15/04/2015,"Astrid vient de perdre une dent, et découvre à cette occasion la légende de la petite souris… qu'elle ne croit pas du tout, tellement les descriptions de la souris proposées par son entourage diffèrent. Elle met en place de savants pièges pour la capturer, échoue mais… la petite souris lui a tout de même déposé un tube de dentifrice sous son oreiller. Elle existe donc ! Astrid ne se laisse pas abattre et va tout faire pour résoudre le mystère du dentifrice et capturer sa première amie.",21.8x28.2cm,
